DATE;Mapped_GCK;Sales_EUR
28.07.2020;#8;0
09.07.2020;#20;0
04.01.2021;#1;25754112,76
05.01.2021;#1;53768,23
28.07.2020;#13;0
03.08.2020;#9;3039,6
22.07.2020;#8;0
04.07.2020;#8;0
13.07.2020;#36;0
13.05.2020;#16;0
07.05.2020;#16;32400
27.05.2020;#6;346641,59
20.05.2020;#6;0
22.05.2020;#6;113404,56
08.05.2020;#6;0
12.05.2020;#4;0
11.05.2020;#4;0
18.05.2020;#5;0
20.05.2020;#5;0
12.05.2020;#5;0
11.05.2020;#3;0
20.05.2020;#3;0
18.05.2020;#12;0
06.01.2021;#1;0
07.01.2021;#1;0
08.01.2021;#1;0
22.05.2020;#14;32670
27.05.2020;#12;47654,85
15.05.2020;#9;3764,12
15.05.2020;#13;2737
14.05.2020;#8;0
22.05.2020;#36;2001,48
12.08.2019;#16;0
07.08.2019;#16;0
20.08.2019;#11;0
12.08.2019;#11;0
23.08.2019;#11;0
19.08.2019;#11;0
14.08.2019;#6;0
06.08.2019;#6;0
15.08.2019;#6;0
20.08.2019;#4;0
06.08.2019;#4;0
22.08.2019;#5;0
13.08.2019;#5;0
14.08.2019;#3;0
17.08.2019;#3;0
09.01.2021;#1;0
16.08.2019;#6;8773
07.06.2019;#8;0
02.05.2019;#16;0
10.05.2019;#16;102344
20.05.2019;#5;0
14.05.2019;#36;0
17.05.2019;#36;800
11.01.2021;#1;0
20.05.2019;#11;0
15.05.2019;#6;0
03.05.2019;#4;0
09.05.2019;#4;0
16.05.2019;#5;0
29.05.2019;#3;0
07.05.2019;#5;0
21.05.2019;#5;0
21.05.2019;#3;0
24.05.2019;#3;0
20.05.2019;#3;0
12.01.2021;#1;0
29.05.2019;#12;0
15.05.2019;#13;0
09.05.2019;#20;0
21.05.2019;#8;0
17.05.2019;#8;39521,81
09.05.2019;#8;0
23.05.2019;#8;87685,68
27.05.2019;#8;0
24.05.2019;#8;0
19.03.2019;#16;0
29.03.2019;#16;0
08.03.2019;#20;147,55
28.03.2019;#11;0
03.04.2019;#11;0
15.03.2019;#11;0
27.03.2019;#6;164752,1
06.03.2019;#6;0
25.03.2019;#4;0
18.03.2019;#4;0
13.03.2019;#4;0
19.03.2019;#5;0
20.03.2019;#5;0
20.03.2019;#3;0
02.03.2019;#3;0
13.01.2021;#1;0
12.03.2019;#9;0
15.03.2019;#9;3275,34
29.03.2019;#20;573
25.03.2019;#12;0
18.03.2019;#8;0
28.03.2019;#14;0
11.03.2019;#8;0
22.03.2019;#36;1632,06
08.08.2019;#36;0
19.08.2019;#20;0
09.08.2019;#13;0
16.08.2019;#12;0
20.08.2019;#9;0
13.08.2019;#8;0
14.01.2021;#1;455
15.01.2021;#1;0
16.01.2021;#1;0
18.01.2021;#1;0
19.01.2021;#1;1372096,95
20.01.2021;#1;0
21.01.2021;#1;0
12.05.2021;#16;0
22.01.2021;#1;0
23.01.2021;#1;0
25.01.2021;#1;0
18.05.2021;#16;0
01.06.2021;#5;1512
18.05.2021;#3;0
26.01.2021;#1;0
27.01.2021;#1;0
28.01.2021;#1;0
29.01.2021;#1;0
30.01.2021;#1;0
04.05.2021;#8;0
21.05.2021;#36;317
01.02.2021;#1;31128894,47
02.02.2021;#1;-516,63
06.05.2021;#36;0
07.05.2021;#36;0
21.05.2021;#11;1336069
19.05.2021;#11;0
17.05.2021;#4;0
20.05.2021;#4;0
01.06.2021;#4;0
28.05.2021;#3;0
04.06.2021;#5;0
03.02.2021;#1;48891,48
04.02.2021;#1;0
28.05.2021;#12;0
11.05.2021;#12;0
04.05.2021;#12;0
28.05.2021;#9;0
10.05.2021;#14;0
02.06.2021;#20;0
10.05.2021;#8;0
13.05.2021;#5;903381,18
25.05.2021;#4;0
10.05.2021;#3;0
05.02.2021;#1;0
06.02.2021;#1;0
07.02.2021;#1;0
08.02.2021;#1;0
09.02.2021;#1;0
10.02.2021;#1;0
03.02.2022;#12;0
11.02.2021;#1;0
02.03.2022;#11;0
03.02.2022;#11;0
23.02.2022;#16;0
18.02.2022;#6;89155,18
15.02.2022;#6;0
08.02.2022;#6;0
24.02.2022;#4;18957,99
15.02.2022;#4;0
19.02.2022;#4;0
03.02.2022;#5;0
17.02.2022;#5;0
21.02.2022;#5;215208,14
25.02.2022;#3;0
10.02.2022;#3;-3820,57
01.03.2022;#3;37200
23.02.2022;#6;0
24.02.2022;#14;0
22.02.2022;#8;0
08.02.2022;#8;0
17.02.2022;#8;0
22.02.2022;#12;-1512,78
11.02.2022;#36;15430,5
16.02.2022;#36;0
12.02.2021;#1;1632766,21
13.02.2021;#1;0
15.02.2021;#1;0
28.02.2022;#5;152370,59
16.02.2021;#1;0
17.02.2021;#1;0
18.02.2021;#1;0
08.09.2021;#8;0
07.09.2021;#11;0
29.09.2021;#11;0
13.09.2021;#8;64725,98
17.09.2021;#16;129451
30.09.2021;#3;2863854,44
13.09.2021;#3;4041981,7
16.09.2021;#6;0
28.09.2021;#6;59990,08
21.09.2021;#6;0
20.09.2021;#6;0
24.09.2021;#4;0
22.09.2021;#4;0
22.09.2021;#5;0
19.02.2021;#1;868952,35
14.09.2021;#5;0
08.09.2021;#5;0
17.09.2021;#3;2811999,54
15.09.2021;#3;0
06.09.2021;#3;0
20.09.2021;#3;0
20.02.2021;#1;0
22.02.2021;#1;0
23.02.2021;#1;0
24.02.2021;#1;672011,94
16.09.2021;#12;0
28.09.2021;#12;101082,29
25.02.2021;#1;0
06.09.2021;#12;0
09.09.2021;#12;0
26.02.2021;#1;279522,99
27.02.2021;#1;0
01.03.2021;#1;28482197,59
13.04.2021;#12;0
16.04.2021;#12;144452,03
16.04.2021;#6;267876,61
02.03.2021;#1;0
16.04.2021;#5;774517,24
29.04.2021;#13;0
03.03.2021;#1;0
14.04.2021;#13;0
20.04.2021;#8;0
16.04.2021;#8;272538,15
14.04.2021;#8;0
15.04.2021;#36;0
08.04.2021;#5;0
20.04.2021;#36;0
07.04.2021;#36;0
31.03.2020;#16;30685
02.04.2020;#5;22747
13.03.2020;#11;98341
07.04.2020;#11;0
24.03.2020;#11;500472
16.03.2020;#11;0
04.03.2020;#11;0
26.03.2020;#6;0
31.03.2020;#4;61347,86
03.03.2020;#4;0
21.03.2020;#4;0
12.03.2020;#3;0
19.03.2020;#3;0
01.04.2020;#3;-2052
17.03.2020;#3;0
25.03.2020;#3;0
06.03.2020;#3;0
11.02.2020;#11;0
25.02.2020;#11;0
24.02.2020;#11;0
13.02.2020;#6;0
21.02.2020;#6;11311,78
11.02.2020;#6;0
03.02.2020;#6;0
25.02.2020;#4;0
14.02.2020;#4;11177,59
07.02.2020;#4;0
15.02.2020;#5;0
07.02.2020;#3;0
04.03.2021;#1;0
05.03.2021;#1;0
06.03.2021;#1;0
08.03.2021;#1;0
26.02.2020;#12;0
13.02.2020;#12;0
25.02.2020;#36;0
12.02.2020;#13;0
21.02.2020;#8;172866,22
17.02.2020;#8;0
19.02.2020;#8;0
08.04.2019;#16;0
04.04.2019;#5;0
12.04.2019;#11;893416,6
20.09.2021;#11;0
01.09.2021;#5;97938,93
09.03.2021;#1;0
10.03.2021;#1;0
11.03.2021;#1;0
23.04.2021;#6;216946
12.04.2021;#8;0
16.04.2021;#36;627,4
20.03.2020;#4;33276,31
10.02.2020;#36;0
13.02.2020;#16;31860
14.02.2020;#16;3716
14.02.2020;#5;4710692,36
20.02.2020;#3;0
12.03.2021;#1;1212577,18
02.03.2020;#12;16708
02.05.2019;#5;10684
26.04.2019;#11;588952
03.05.2019;#16;0
13.03.2021;#1;0
01.12.2021;#16;0
15.12.2021;#16;30847,85
27.12.2021;#9;0
10.12.2021;#36;6580,16
07.12.2021;#11;0
01.12.2021;#11;0
30.12.2021;#11;0
06.12.2021;#11;0
28.12.2021;#3;495923,75
16.12.2021;#6;0
03.12.2021;#6;0
07.12.2021;#6;0
22.12.2021;#4;21589,54
03.12.2021;#4;0
09.12.2021;#4;0
04.01.2022;#4;-45,92
03.01.2022;#4;0
29.12.2021;#5;0
02.12.2021;#5;-72089,56
04.01.2022;#3;0
13.12.2021;#3;0
29.12.2021;#3;0
15.07.2021;#16;0
01.04.2021;#16;0
14.04.2021;#16;0
14.04.2021;#11;0
02.04.2021;#11;0
01.04.2021;#6;0
09.04.2021;#6;0
26.04.2021;#6;0
28.04.2021;#4;47517,6
21.04.2021;#4;0
08.04.2021;#4;0
27.04.2021;#4;0
15.04.2021;#4;0
10.08.2021;#16;0
18.08.2021;#16;0
11.08.2021;#16;0
23.08.2021;#16;0
06.08.2021;#36;0
19.08.2021;#11;0
27.08.2021;#11;442030,71
21.08.2021;#11;0
27.08.2021;#6;-43652,65
10.08.2021;#4;0
03.08.2021;#4;0
27.08.2021;#4;30846,35
04.08.2021;#4;0
18.08.2021;#3;0
15.03.2021;#1;0
16.03.2021;#1;0
17.03.2021;#1;0
18.03.2021;#1;0
19.03.2021;#1;1080201,41
24.08.2021;#12;2430
26.08.2021;#12;0
26.08.2021;#13;0
02.08.2021;#9;0
18.08.2021;#8;0
16.08.2021;#9;0
02.09.2021;#8;1799
02.08.2021;#8;717
17.08.2021;#36;0
01.02.2022;#16;0
09.02.2022;#16;0
20.03.2021;#1;0
22.03.2021;#1;0
15.04.2022;#14;-558,8
13.04.2022;#14;0
27.04.2022;#13;2000
06.04.2022;#6;0
08.04.2022;#20;164,7
23.03.2021;#1;0
11.04.2022;#8;0
19.04.2022;#5;0
06.04.2022;#12;0
19.04.2022;#12;0
27.04.2022;#20;2188
07.04.2022;#12;0
27.04.2022;#36;232,47
21.04.2022;#12;0
25.04.2022;#5;0
17.01.2022;#6;0
13.01.2022;#6;0
18.01.2022;#6;0
06.01.2022;#6;0
27.01.2022;#4;43858,93
05.01.2022;#5;0
26.01.2022;#5;0
18.01.2022;#3;0
14.01.2022;#3;3488000,74
19.01.2022;#3;0
10.01.2022;#3;0
11.01.2022;#3;0
24.03.2021;#1;0
12.01.2022;#20;0
19.01.2022;#13;0
12.01.2022;#8;0
04.01.2022;#12;-1464,75
11.01.2022;#12;0
25.01.2022;#8;0
14.01.2022;#36;1282
28.01.2022;#12;0
27.01.2022;#14;1410
02.03.2021;#16;0
18.03.2021;#16;1457,04
06.04.2021;#36;0
04.03.2021;#5;0
30.03.2021;#11;0
29.03.2021;#16;0
01.03.2021;#5;42796,22
23.03.2021;#6;0
17.03.2021;#4;0
31.03.2021;#4;49346,26
10.03.2021;#5;0
22.03.2021;#5;0
15.03.2021;#3;0
19.03.2021;#3;4268563,81
16.03.2021;#36;0
30.03.2021;#9;0
25.03.2021;#1;1101903,92
26.03.2021;#1;0
27.03.2021;#1;0
29.03.2021;#1;944240,05
15.03.2021;#12;0
30.03.2021;#1;0
31.03.2021;#1;655018,49
18.03.2021;#12;0
01.03.2021;#14;0
10.03.2021;#12;0
22.06.2021;#16;0
17.06.2021;#16;28476
03.06.2021;#16;0
18.06.2021;#5;3919395
11.06.2021;#36;378
09.06.2021;#11;0
28.06.2021;#16;94960,38
22.06.2021;#6;0
25.06.2021;#6;0
29.06.2021;#6;0
30.06.2021;#4;63635,29
23.06.2021;#4;55427,57
24.06.2021;#4;0
15.06.2021;#5;0
08.06.2021;#3;0
03.06.2021;#3;0
22.06.2021;#9;0
30.06.2021;#8;298218,58
01.04.2021;#1;35132304,79
22.06.2021;#14;0
16.06.2021;#12;0
18.06.2021;#13;812,5
25.06.2021;#14;0
07.06.2021;#13;0
02.04.2021;#1;0
28.06.2021;#8;216436,94
31.03.2022;#16;0
22.03.2022;#16;36573,65
10.03.2022;#16;0
16.03.2022;#16;991,4
03.04.2021;#1;0
11.03.2022;#12;82410
07.03.2022;#11;0
14.03.2022;#11;0
01.04.2022;#11;0
21.03.2022;#16;0
11.03.2022;#5;866566,29
16.03.2022;#6;0
21.03.2022;#6;0
24.03.2022;#6;142570
07.03.2022;#6;0
15.03.2022;#6;0
24.03.2022;#4;45602,79
09.03.2022;#4;0
18.03.2022;#3;3826210,51
25.03.2022;#3;0
23.03.2022;#8;0
16.03.2022;#20;0
18.03.2022;#14;46100,24
26.03.2022;#13;0
31.03.2022;#20;0
17.03.2022;#14;0
03.03.2022;#8;0
07.03.2022;#12;0
15.03.2022;#8;0
18.03.2022;#12;100829
03.03.2022;#12;0
05.04.2021;#1;0
06.04.2021;#1;-61569,08
07.04.2021;#1;0
08.04.2021;#1;0
09.04.2021;#1;0
23.01.2020;#16;515
29.07.2019;#5;3443903,61
29.07.2019;#8;42454,95
17.07.2019;#11;0
19.07.2019;#11;267456,14
29.07.2019;#11;103315
15.07.2019;#6;0
10.07.2019;#36;0
02.08.2019;#4;-1071,8
23.07.2019;#4;0
24.07.2019;#4;106580,3
01.07.2019;#4;-68,45
22.07.2019;#4;0
24.07.2019;#5;4741950,36
03.08.2019;#5;0
04.07.2019;#5;0
08.07.2019;#5;0
16.07.2019;#5;0
30.07.2019;#5;0
15.07.2019;#3;0
17.07.2019;#5;0
10.04.2021;#1;0
11.04.2021;#1;0
19.07.2019;#14;2820
08.07.2019;#14;0
02.07.2019;#9;0
05.07.2019;#8;0
19.07.2019;#8;63476,25
22.07.2019;#36;0
13.12.2019;#16;135019,44
03.12.2019;#5;-50202,99
13.12.2019;#11;747063
18.12.2019;#6;753741,9
10.12.2019;#4;0
27.12.2019;#4;0
20.12.2019;#5;0
03.01.2020;#5;-173783,21
04.12.2019;#3;0
06.12.2019;#3;0
12.04.2021;#1;0
13.04.2021;#1;0
05.12.2019;#12;0
06.12.2019;#12;0
17.12.2019;#9;0
23.12.2019;#8;67781,1
14.04.2021;#1;0
30.10.2019;#36;0
29.10.2019;#5;5116305,01
24.10.2019;#16;7434
05.11.2019;#6;0
28.10.2019;#6;0
18.10.2019;#5;0
23.10.2019;#3;0
29.10.2019;#3;5457506,64
11.10.2019;#3;0
17.10.2019;#3;0
08.10.2019;#3;0
15.04.2021;#1;0
16.04.2021;#1;2604231,92
17.04.2021;#1;0
15.10.2019;#12;0
24.10.2019;#12;750
17.10.2019;#12;0
18.04.2021;#1;0
23.10.2019;#9;0
19.04.2021;#1;0
31.10.2019;#13;0
29.10.2019;#20;1566
05.11.2019;#12;0
14.10.2019;#36;0
30.10.2019;#8;0
04.10.2019;#8;0
19.07.2019;#36;1687,71
20.12.2019;#16;-269148,12
27.12.2019;#8;0
23.12.2019;#36;177,5
17.10.2019;#13;0
11.01.2022;#16;0
04.01.2022;#16;0
20.04.2021;#1;0
21.04.2021;#1;0
22.04.2021;#1;0
23.04.2021;#1;2152369,81
24.04.2021;#1;0
12.11.2021;#16;322,95
05.11.2021;#16;0
22.11.2021;#16;0
22.11.2021;#36;0
29.11.2021;#11;0
30.11.2021;#11;180274
22.11.2021;#11;0
16.11.2021;#11;0
23.11.2021;#16;9919,79
19.11.2021;#16;88835
01.11.2021;#16;0
12.11.2021;#3;4623572,92
11.11.2021;#4;0
29.11.2021;#4;0
05.11.2021;#5;0
11.11.2021;#3;0
29.11.2021;#3;0
29.11.2021;#20;0
29.11.2021;#14;0
19.11.2021;#14;4189,65
11.11.2021;#9;0
22.11.2021;#8;-224,97
11.11.2021;#12;0
04.11.2021;#8;0
01.11.2021;#8;0
15.11.2021;#12;0
26.04.2021;#1;0
27.04.2021;#1;0
18.12.2020;#12;99178
28.12.2020;#12;0
21.12.2020;#12;0
30.12.2020;#13;460
28.04.2021;#1;688787,68
17.12.2020;#12;0
21.12.2020;#6;0
11.12.2020;#8;184604,58
02.12.2020;#8;0
04.12.2020;#5;0
05.01.2021;#5;125967,81
20.12.2020;#8;0
21.01.2021;#16;200
27.01.2021;#11;0
26.01.2021;#11;0
02.02.2021;#11;0
13.01.2021;#11;0
30.01.2021;#11;0
12.01.2021;#6;0
26.01.2021;#6;0
21.01.2021;#4;0
06.01.2021;#4;0
26.01.2021;#5;0
19.01.2021;#14;3028
29.04.2021;#1;0
30.04.2021;#1;741272,78
28.01.2021;#14;0
29.01.2021;#13;0
01.02.2021;#14;2966,82
19.01.2021;#13;8078,16
21.01.2021;#13;0
06.01.2021;#8;0
25.01.2021;#8;0
27.01.2021;#8;0
06.01.2021;#5;0
13.01.2020;#36;0
24.01.2020;#36;0
07.01.2020;#36;0
29.01.2020;#16;0
07.01.2020;#16;0
31.01.2020;#3;3505707,91
28.01.2020;#6;0
06.01.2020;#6;0
10.01.2020;#4;0
31.01.2020;#4;126668,1
08.01.2020;#4;0
04.02.2020;#4;0
22.01.2020;#4;0
27.01.2020;#4;0
24.01.2020;#4;0
27.01.2020;#5;6782,74
08.01.2020;#5;0
07.01.2020;#5;0
23.01.2020;#3;4706816,47
29.01.2020;#8;0
30.01.2020;#3;0
24.01.2020;#8;0
07.01.2020;#8;0
01.05.2021;#1;34487389,4
03.05.2021;#1;17507,7
10.01.2020;#12;0
20.01.2020;#13;0
17.01.2020;#12;47874,7
30.01.2020;#13;0
13.01.2020;#8;0
16.01.2020;#8;0
25.06.2020;#16;0
15.06.2020;#16;58509,1
01.07.2020;#16;0
10.06.2020;#5;0
26.06.2020;#11;241190
19.06.2020;#5;654375,68
11.06.2020;#11;64534
22.06.2020;#11;0
19.06.2020;#6;9417,9
08.06.2020;#6;0
01.07.2020;#4;-107,4
24.06.2020;#4;0
03.06.2020;#4;0
01.07.2020;#5;-168
29.06.2020;#5;0
30.06.2020;#3;2887728,67
09.06.2020;#3;0
04.05.2021;#1;-28299,18
10.06.2020;#12;0
05.05.2021;#1;0
11.06.2020;#12;26921,5
30.06.2020;#9;1175
25.06.2020;#13;0
30.06.2020;#14;2675
19.06.2020;#14;4631,45
25.06.2020;#12;0
29.06.2020;#8;0
02.10.2020;#11;35347
01.09.2020;#11;0
08.09.2020;#11;0
09.09.2020;#11;0
02.09.2020;#16;0
02.09.2020;#5;310356,08
28.09.2020;#3;2617078,98
18.09.2020;#3;4873745,91
30.09.2020;#6;34646,09
25.09.2020;#4;0
24.09.2020;#4;0
01.09.2020;#4;0
24.09.2020;#5;0
26.01.2021;#12;0
13.01.2020;#6;0
16.01.2020;#3;0
09.01.2020;#12;0
17.06.2020;#4;0
03.06.2020;#12;0
01.10.2020;#5;0
03.09.2020;#3;0
07.09.2020;#9;0
01.10.2020;#3;0
26.09.2020;#3;0
29.09.2020;#3;0
28.09.2020;#20;0
29.09.2020;#20;0
06.05.2021;#1;0
07.05.2021;#1;0
08.05.2021;#1;0
18.09.2020;#9;0
10.05.2021;#1;0
11.09.2020;#20;306
11.09.2020;#9;1175
22.09.2020;#12;0
28.09.2020;#12;5000
02.09.2020;#12;0
23.09.2020;#9;0
28.09.2020;#9;0
04.09.2020;#12;0
07.09.2020;#13;0
09.09.2020;#14;0
29.09.2020;#8;0
30.09.2020;#36;1917,85
26.09.2020;#8;0
21.09.2020;#36;0
19.11.2019;#16;49863,93
25.11.2019;#16;736
22.11.2019;#5;2391029,2
29.11.2019;#11;133460,77
15.11.2019;#11;5970
21.11.2019;#11;0
26.11.2019;#16;0
14.11.2019;#4;0
25.11.2019;#5;0
14.11.2019;#5;0
06.11.2019;#5;0
23.11.2019;#5;0
11.11.2019;#3;0
11.05.2021;#1;0
12.05.2021;#1;0
04.11.2019;#13;0
22.11.2019;#12;92402,18
20.11.2019;#12;0
11.11.2019;#12;0
15.11.2019;#14;0
29.11.2019;#9;6076,2
28.11.2019;#12;0
07.11.2019;#9;0
08.11.2019;#14;2571,3
22.11.2019;#8;106076,2
13.11.2019;#8;0
07.11.2019;#36;0
04.12.2018;#16;3983,2
11.12.2018;#16;0
05.12.2018;#16;0
27.12.2018;#16;1000,8
14.12.2018;#11;174106
20.12.2018;#6;0
28.12.2018;#4;150427,8
27.12.2018;#4;0
05.12.2018;#4;0
14.12.2018;#3;4577526,31
10.12.2018;#3;0
18.12.2018;#20;92
13.05.2021;#1;1725119,93
14.05.2021;#1;0
19.12.2018;#13;0
12.12.2018;#20;0
10.12.2018;#8;0
07.12.2018;#8;0
16.01.2019;#16;0
18.01.2019;#11;3978
21.01.2019;#16;0
25.01.2019;#6;0
11.01.2019;#4;51639,67
24.01.2019;#4;9811,77
23.01.2019;#5;0
07.01.2019;#5;0
30.01.2019;#3;0
11.01.2019;#3;906994,32
15.05.2021;#1;0
17.05.2021;#1;0
25.01.2019;#9;0
15.01.2019;#20;0
23.01.2019;#12;0
09.01.2019;#13;0
04.02.2019;#14;0
24.01.2019;#8;122428,35
18.01.2019;#8;39570,55
05.02.2019;#8;0
02.01.2019;#8;0
15.01.2019;#16;0
01.02.2019;#12;34214,74
17.02.2021;#16;0
13.09.2021;#9;358,8
17.09.2021;#8;253537,45
16.09.2021;#36;0
09.09.2021;#8;0
24.04.2020;#16;0
14.04.2020;#16;0
23.04.2020;#8;63383,61
16.04.2020;#11;0
08.04.2020;#11;0
10.04.2020;#16;0
30.04.2020;#6;375173,7
23.04.2020;#6;985
04.05.2020;#6;0
16.04.2020;#6;0
20.04.2020;#6;0
08.04.2020;#4;0
15.04.2020;#4;0
24.04.2020;#4;0
04.05.2020;#4;0
17.04.2020;#5;744131,23
21.04.2020;#3;0
16.04.2020;#20;0
28.04.2020;#20;224
18.05.2021;#1;0
19.05.2021;#1;0
07.04.2020;#12;0
17.04.2020;#14;-2851,45
27.04.2020;#13;0
14.04.2020;#8;0
05.05.2020;#8;0
06.05.2020;#8;0
05.05.2020;#36;0
03.10.2019;#11;0
26.09.2019;#16;-12721
30.09.2019;#5;519005,42
20.09.2019;#4;49024,65
02.09.2019;#4;0
13.09.2019;#4;-4967,5
12.09.2019;#4;0
09.09.2019;#4;0
24.09.2019;#4;0
23.09.2019;#5;1900737,75
26.09.2019;#3;4726043,54
12.09.2019;#5;0
28.09.2019;#5;0
29.09.2019;#3;0
20.05.2021;#1;0
21.05.2021;#1;464632,87
22.05.2021;#1;0
24.05.2021;#1;107305,5
25.05.2021;#1;0
23.09.2019;#9;0
23.09.2019;#12;61053,1
23.09.2019;#13;0
30.09.2019;#13;1350
24.09.2019;#12;0
13.09.2019;#9;3092
25.09.2019;#9;0
03.09.2019;#9;0
18.09.2019;#12;0
16.09.2019;#12;0
19.09.2019;#13;0
03.10.2019;#13;0
12.09.2019;#8;0
23.09.2019;#8;24611,11
18.09.2019;#8;0
17.10.2019;#16;0
27.02.2019;#3;0
28.02.2019;#5;2808653,1
26.05.2021;#1;0
27.05.2021;#1;504179,02
28.02.2019;#9;0
05.02.2019;#9;0
01.03.2019;#12;10118
14.02.2019;#8;0
12.02.2019;#13;0
13.02.2019;#12;0
26.02.2019;#8;33393,4
25.02.2019;#8;0
07.02.2019;#5;0
07.02.2019;#8;0
04.03.2019;#5;-19537,94
22.02.2019;#36;0
14.11.2018;#5;0
23.11.2018;#5;2165411,24
12.11.2018;#5;0
08.11.2018;#5;0
28.11.2018;#3;3064375,28
14.11.2018;#3;0
30.11.2018;#3;1756822,86
06.11.2018;#3;0
28.05.2021;#1;0
29.05.2021;#1;0
27.11.2018;#12;0
16.11.2018;#20;1460,44
29.11.2018;#14;0
06.11.2018;#12;0
16.11.2018;#12;1070
28.11.2018;#13;3660
23.11.2018;#13;24661,2
14.11.2018;#12;0
19.11.2018;#12;0
30.11.2018;#14;2955
20.11.2018;#8;0
02.11.2018;#8;0
13.11.2018;#36;0
30.11.2018;#11;0
28.11.2018;#36;5550
19.02.2019;#12;0
31.05.2021;#1;482180,04
01.06.2021;#1;30394729,86
02.06.2021;#1;-5686,33
03.06.2021;#1;0
11.12.2020;#11;765306,48
19.12.2020;#11;0
05.12.2020;#11;0
22.12.2020;#6;0
02.12.2020;#4;-156,26
21.12.2020;#4;0
10.12.2020;#4;0
03.12.2020;#3;0
14.12.2020;#3;0
21.12.2020;#3;0
30.12.2020;#9;264
05.12.2020;#20;0
25.09.2020;#16;34331,81
01.10.2020;#16;0
12.09.2020;#16;7365
24.09.2020;#16;4900
15.09.2020;#16;26858
06.08.2020;#36;0
28.08.2020;#36;0
08.08.2020;#11;0
12.08.2020;#6;0
28.08.2020;#6;0
07.08.2020;#6;0
26.08.2020;#6;0
27.08.2020;#4;20408,54
10.08.2020;#4;0
19.08.2020;#4;0
10.08.2020;#5;0
03.08.2020;#5;0
25.08.2020;#3;-20428
19.08.2020;#5;0
04.06.2021;#1;0
05.06.2021;#1;0
04.08.2020;#20;0
05.08.2020;#8;0
17.08.2020;#8;0
31.07.2019;#16;0
10.09.2019;#16;0
06.09.2019;#16;93636
19.02.2019;#16;0
13.02.2019;#16;0
20.02.2019;#16;17210
19.02.2019;#11;0
08.02.2019;#6;4170,76
01.02.2019;#6;0
12.02.2019;#6;0
25.02.2019;#4;0
23.11.2018;#16;243840
21.11.2018;#36;0
28.11.2018;#11;335161
16.11.2018;#11;860175
07.11.2018;#11;0
23.11.2018;#11;703508,8
09.11.2018;#11;0
15.11.2018;#16;0
13.11.2018;#16;0
17.11.2018;#6;0
08.11.2018;#6;0
22.11.2018;#4;0
23.11.2018;#4;85856,28
13.11.2018;#4;0
24.10.2018;#5;697511,43
11.10.2018;#3;0
06.06.2021;#1;0
17.10.2018;#5;0
07.06.2021;#1;0
08.06.2021;#1;0
09.06.2021;#1;0
10.10.2018;#12;0
24.10.2018;#13;0
23.10.2018;#12;0
15.10.2018;#20;0
25.10.2018;#8;0
02.10.2018;#5;0
18.10.2018;#8;0
28.10.2018;#5;0
23.04.2019;#5;1165201,16
11.04.2019;#6;0
23.04.2019;#4;132712,15
08.04.2019;#4;0
29.04.2019;#4;0
24.04.2019;#4;0
08.04.2019;#5;0
24.04.2019;#3;0
23.04.2019;#3;2865726,88
16.04.2019;#3;0
10.06.2021;#1;0
30.04.2019;#20;-15,63
02.04.2019;#12;0
01.04.2019;#13;0
12.04.2019;#13;6258
29.04.2019;#8;0
11.04.2019;#8;0
30.04.2019;#8;22305,92
09.04.2019;#36;0
25.10.2018;#16;0
11.10.2018;#16;0
02.10.2018;#36;0
11.10.2018;#11;0
19.10.2018;#11;0
31.10.2018;#6;6319,98
25.10.2018;#6;0
25.10.2018;#4;0
11.06.2021;#1;2142588,85
25.10.2021;#16;0
27.10.2021;#16;0
12.06.2021;#1;0
13.06.2021;#1;0
14.06.2021;#1;4308,6
05.10.2021;#36;0
29.10.2021;#3;13793799,97
20.10.2021;#6;0
01.10.2021;#6;0
12.10.2021;#4;0
28.10.2021;#4;0
27.10.2021;#4;0
20.10.2021;#5;0
12.10.2021;#5;0
19.10.2021;#3;0
07.10.2021;#3;0
22.10.2021;#3;0
02.11.2021;#13;0
15.10.2021;#14;0
25.10.2021;#9;0
19.10.2021;#8;0
11.10.2021;#12;0
27.10.2021;#6;0
29.03.2021;#8;293403,18
17.03.2021;#8;-78
24.03.2021;#9;0
17.03.2021;#12;0
12.03.2021;#20;324
25.03.2021;#20;523
19.03.2021;#20;229,6
26.03.2021;#36;0
01.04.2021;#20;0
15.10.2020;#16;0
23.10.2020;#16;211,12
06.10.2020;#16;0
13.10.2020;#16;0
28.10.2020;#5;4375466,56
30.10.2020;#36;360
30.10.2020;#11;0
12.10.2020;#11;0
13.10.2020;#11;0
05.10.2020;#11;0
26.10.2020;#16;0
06.10.2020;#6;0
05.10.2020;#4;0
12.10.2020;#4;0
07.10.2020;#4;0
26.10.2020;#5;0
03.11.2020;#3;0
02.11.2020;#3;-506381,17
08.10.2020;#3;0
06.12.2020;#3;0
15.06.2021;#1;0
16.06.2021;#1;0
17.06.2021;#1;0
18.06.2021;#1;1444192,7
22.10.2020;#12;0
16.10.2020;#13;0
30.10.2020;#14;7120
19.10.2020;#14;0
06.12.2020;#8;0
23.10.2020;#36;0
10.02.2021;#11;0
25.02.2021;#11;0
20.02.2021;#11;0
23.02.2021;#16;0
12.02.2021;#6;43589,05
22.02.2021;#6;0
05.02.2021;#4;0
19.02.2021;#4;67800,06
25.02.2021;#4;0
08.02.2021;#5;0
